movieId_Old,title,genres,release_year,description,directors,country,duration,image,video_id,subscription_required,tags,check,url,movieId
114,Margaret's Museum,Drama,1995,"In a town where half the men die down the coalpit, Margaret MacNeil is quite happy being single. Until she meets Neil Currie, a charming and sincere bagpipe-playing, Gaelic-speaking dishwasher. But no matter what you do, you can't avoid the spectre of the pit forever.",Mort Ransen,"Canada, United Kingdom",114,movie_images/Movie105 Margaret's Museum.jpg,9EKsbQve2Qc,0,most popular,TRUE,https://www.youtube.com/watch?v=9EKsbQve2Qc,101
116,Anne Frank Remembered,Documentary,1995,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",Jon Blair,"United Kingdom, United States, Netherlands",117,movie_images/Movie106 Anne Frank Remembered.jpg,HFMnh-n7U7w,0,most popular,TRUE,https://www.youtube.com/watch?v=HFMnh-n7U7w,102
117,"Young Poisoner's Handbook, The","Crime, Drama",1995,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes interested in science, especially chemistry, and begins to read avidly. Something of a social misfit, he is fascinated by morbid subjects such as poisons and murder. His family environment is intolerable to him and, in particular, his stepmother torments him. He decides to poison those who annoy him, first with antimony and later with thallium. He smugly thinks himself cleverer than all those around him, but nevertheless he is caught and sentenced to 'rehabilitation' at a psychiatric institution. Once there, he undertakes to deceive the new eminent psychiatrist sent there to 'cure' him, thereby securing his release.",Benjamin Ross,"United Kingdom, Germany, France",99,movie_images/Movie107 The Young Poisoner's Handbook.jpg,tZd8-82vhGg,0,most popular,TRUE,https://www.youtube.com/watch?v=tZd8-82vhGg,103
118,If Lucy Fell,"Comedy, Romance",1996,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",Eric Schaeffer,United States,92,movie_images/Movie108 If Lucy Fell.jpg,TNTV9Txit-Q,1,tv series,TRUE,https://www.youtube.com/watch?v=TNTV9Txit-Q,104
119,"Steal Big, Steal Little",Comedy,1995,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",Andrew Davis,United States,135,movie_images/Movie109 Steal Big Steal Little.jpg,ZKueJ2NFySw,0,new movies,TRUE,https://www.youtube.com/watch?v=ZKueJ2NFySw,105
121,"Boys of St. Vincent, The",Drama,1992,"This movie is based on actual events, but it says it is not all about one specific incident. It documents St. Vincent's Orphanage in Canada, where many of the boys suffer physical, emotional, and sexual abuse at the hands of the brothers who run the facility. When the stories are surfaced and a police investigation is begun, religious and political groups work to silence the story to keep it from reaching the public.",John N. Smith,Canada,93,movie_images/Movie110 The Boys of St. Vincent.jpg,hynI6orlOOA,0,new movies,TRUE,https://www.youtube.com/watch?v=hynI6orlOOA,106
122,Boomerang,"Comedy, Romance",1992,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger, he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatized by this, his work goes badly downhill. But then, Jacqueline's more quietly attractive assistant, Angela, who has been dating Marcus' best friend, shows herself more than a little concerned by his perilous state.",Reginald Hudlin,United States,117,movie_images/Movie111 Boomerang.jpg,xCr5RlXidhg,0,new movies,TRUE,https://www.youtube.com/watch?v=xCr5RlXidhg,107
123,Chungking Express (Chung Hing sam lam),"Drama, Mystery, Romance",1994,"Wong Kar-Wai's movie about two love-struck cops is filmed in impressionistic splashes of motion and color. The first half deals with Cop 223, who has broken up with his girlfriend of five years. He purchases a tin of pineapples with an expiration date of May 1 each day for a month. By the end of that time, he feels that he will either be rejoined with his love or that it too will have expired forever. The second half shows Cop 663 dealing with his breakup with his flight attendant girlfriend. He talks to his apartment furnishings until he meets a new girl at a local lunch counter.",Kar-Wai Wong,Hong Kong,102,movie_images/Movie112 Chungking Express.jpg,C3NDz_7KP2g,0,most popular,TRUE,https://www.youtube.com/watch?v=C3NDz_7KP2g,108
124,"Star Maker, The (Uomo delle stelle, L')",Drama,1995,"""Dottore"" Joe Moretti travels round Sicily doing screen tests for the big Roman studios. He's a conman and takes money or favours for his efforts. Beata, a young illiterate convent girl desperately wants to change her life and falls for him, belatedly he realises his feelings for her. Their love affair is doomed when he's arrested.",Giuseppe Tornatore,Italy,113,movie_images/Movie113 The Star Maker.jpg,M7iFlRJyOeo,0,new movies,TRUE,https://www.youtube.com/watch?v=M7iFlRJyOeo,109
125,Flirting With Disaster,Comedy,1996,"Mel Coplin departs on a mission of discovery dragging his wife and 4 month old son behind. He and wife, Nancy, won't agree on a name for their son until adopted Mel gets in touch with his roots. He assures her that once he knows who he really is, the right name for their boy will be a snap. Enlisting the aid of student-psychologist and part-time adoption agent, Tina Kalb, they embark on a journey across the United States to find Mel's ""birth"" mother. ""The best part,"" Mel tells Nancy, ""is it's all free."" Tina is finishing her dissertation and will film the happy reunion of mother and child as part of her research. For this privilege, she's footing the bill. His adoptive parents are left behind feeling abandoned by an ungrateful son. Clerical errors, mistaken identities, Nancy's misplaced high school friend and his gay lover, and a super-charged libido here and there are thrown into the mix along the way until -- at last -- Mel's real parents, the Schlictings (mispronounced as ""Shit-kings"" by Mrs. Coplin), are discovered in remote New Mexico. There, Mel begins to wonder if he would have been better off not knowing these people, after all.",David O. Russell,United States,92,movie_images/Movie114 Flirting with Disaster.jpg,b0nE4KWZ4Io,0,most popular,TRUE,https://www.youtube.com/watch?v=b0nE4KWZ4Io,110
126,"NeverEnding Story III, The","Adventure, Children, Fantasy",1994,"Bastian's wish for a sibling comes true when his father remarries, but he's soon having trouble with new stepsister Nicole and with a gang of school bullies, The Nasties. Hiding in the school library, Bastian finds his favorite book, THE NEVERENDING STORY. Later it's found by the gang's leader Slip, who recognizes the book's power and starts to form Fantasia after his bad intentions. When the chaos worsens, the Child-like Empress requests Bastian to move back to the real world, get the book back, and save Fantasia. Some Fantasia characters accidentally travel with him into reality and get lost in different places. Meanwhile, Slip and the other Nasties spread anarchy. Finally, Bastian gets support from Nicole, who begins to believe in the power of Fantasia.",Peter MacDonald,"Germany, United States",95,movie_images/Movie115 The NeverEnding Story III.jpg,XiiyFFZjq0Y,0,most popular,TRUE,https://www.youtube.com/watch?v=XiiyFFZjq0Y,111
129,Pie in the Sky,"Comedy, Romance",1995,"Charlie/Josh Charles has been following traffic since he was 4. His other interest was his neighbors' daughter, Amy/Anne Heche. During one of her rare visits to her parents' house, he becomes her first lover until she leaves again. Her parents are separating. Will his, too? After applying for a job with Metro Traffic Control in LA, he finally gets an interview and moves to LA, the Mecca of traffic, before the interview and rents a room. He bumps into Amy in a diner where she's a waitress. After watching one of Amy's dance performances, she tells him that she's seeing someone that she plans on marrying. Getting home, he receives a rejection letter from Metro Traffic. Afterwards, he's seduced by his cougar landlady Ruby/Christine Lahti. Things start looking up for our young hero when he bumps into his big hero, traffic controller Alan Davenport/John Goodman. Amy?",Bryan Gordon,United States,95,movie_images/Movie116 Pie in the Sky.jpg,Wt9RC5FgMz8,0,new movies,TRUE,https://www.youtube.com/watch?v=Wt9RC5FgMz8,112
130,Angela,Drama,1995,"The ten year-old Angela and her little sister Ellie move to an old house in the countryside with her parents Mae and Andrew. Their mother has mental illness and has just left an institution and her husband tries to keep the dysfunctional family together. Angela is an imaginative disturbed girl that might have inherited the illness of her mother and is obsessed by purification to get rid of her sins; and has visions of the fallen angel Lucifer and the Virgin Mary. After consuming an early version of Four Loko, She leads her little sister in her paranoia and uses a circle of toys and dolls to protect them against evil. They have a crazy neighbor that Angela believes is an angel and she asks the woman how to find the way to heaven. When Mae returns to the institution, Angela becomes uncontrollable in her quest to heaven.",Rebecca Miller,United States,99,movie_images/Movie117 Angela.jpg,Lqu1rpYqw8Q,0,tv series,TRUE,https://www.youtube.com/watch?v=Lqu1rpYqw8Q,113
131,Frankie Starlight,"Drama, Romance",1995,"This is a story of a man (Walker) living with dwarfism who writes an autobiographical account of his life. Flashbacks show he was conceived by a woman (Parillaud) at the end of WWII as she attempts to smuggle herself to America on a troop ship. Caught, she is put ashore back in her homeland of Ireland where she struggles to bring up her dwarf child. Then comes an ongoing affair with a man (Byrne) who becomes a surrogate father to the boy, teaching him about the stars and planets... and calling him ""Frankie Starlight."" After that affair she meets a man (Dillon) who takes her and the boy to America, but they are misfits in the prairie lands of the West and soon return home to Ireland where the boy grows to manhood as a writer.",Michael Lindsay-Hogg,"Ireland, United Kingdom, France, United States",101,movie_images/Movie118 Frankie Starlight.jpg,2vrYABGERJw,1,most popular,TRUE,https://www.youtube.com/watch?v=2vrYABGERJw,114
132,Jade,Thriller,1995,"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the lawman emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",William Friedkin,United States,95,movie_images/Movie119 Jade.jpg,PSjczeQfOZs,0,tv series,TRUE,https://www.youtube.com/watch?v=PSjczeQfOZs,115
135,Down Periscope,Comedy,1996,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days. With a crew that consists only of weird guys (and a gal), he's headed against the atomic powered USS Orlando, with the mission to destroy a dummy battleship.",David S. Ward,United States,92,movie_images/Movie120 Down Periscope.jpg,lTyxmVou27w,0,tv series,TRUE,https://www.youtube.com/watch?v=lTyxmVou27w,116
137,Man of the Year,Documentary,1995,"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling of Dirk's decision to send a photograph to Playgirl, his selection as a centerfold and then Man of the Year, his many TV interviews, his friend Vivian Paxton posing as his beard, and the pressures from his live-in lover to come out of the closet. Interspersed with this chronological narrative are a black and white look at an evening Dirk spends with Angela Lucassey, a woman from Reno who wins Playgirl's national contest to have a date with Dirk, and an interview with a stripper who tracks Dirk down.",Dirk Shafer,"United States, United Kingdom",86,movie_images/Movie121 Man of the Year.jpg,88oHSPecDY8,0,new movies,TRUE,https://www.youtube.com/watch?v=88oHSPecDY8,117
140,Up Close and Personal,"Drama, Romance",1996,"Tally Atwater is taken under the wing of Warren Justice in a Miami newsroom and becomes a news star on television. Despite her love for him, she takes the big chance and moves to Philadelphia, and he follows her to rescue her faltering career at the cost of his own - as she rises, he falls.",Jon Avnet,United States,124,movie_images/Movie122 Up Close & Personal.jpg,6Y28HLt-fEg,1,most popular,TRUE,https://www.youtube.com/watch?v=6Y28HLt-fEg,118
141,"Birdcage, The",Comedy,1996,"Armand Goldman owns a popular drag nightclub in South Miami Beach. His long-time lover, Albert, stars there as Starina. ""Their"" son Val (actually Armand's by his one heterosexual fling 20 years before) comes home to announce his engagement to Barbara Keeley, daughter of Kevin Keeley, U.S. Senator and co-founder of the Committee for Moral Order. The senator and family descend upon South Beach to meet Val, his father and ""mother."" What ensues is comic chaos.",Mike Nichols,United States,117,movie_images/Movie123 The Birdcage.jpg,Y46JSmjcpeM,0,tv series,TRUE,https://www.youtube.com/watch?v=Y46JSmjcpeM,119
144,"Brothers McMullen, The",Comedy,1995,"This angst-filled tale of three Irish-Catholic brothers explores men's relationships with women. Three different situations are set up on parallel plotlines, with each brother facing a different kind of crisis. Their common bond as family, as well as close lifelong friends, allows them to express their feelings frankly and intimately, as they talk and discuss their concerns among each other. Jack finds himself in a marriage gone stale and under pressure to start a family that he does not yet feel ready for. Barry, dedicated to his film career and almost pathologically averse to any type of commitment in a relationship, is suddenly artistically successful and finds true love, both for the first time and both pulling him in opposite directions. Patrick is torn between his love for his religion and ethnic heritage and his love for Susan, his longtime Jewish girlfriend. Ultimately, they are all asked to resist temptation of one sort or another, with various poignant outcomes.",Edward Burns,United States,98,movie_images/Movie124 The Brothers McMullen.jpg,WPsbUcvKzxQ,1,new movies,TRUE,https://www.youtube.com/watch?v=WPsbUcvKzxQ,120
145,Bad Boys,"Action, Comedy, Crime, Drama, Thriller",1995,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.",Michael Bay,United States,119,movie_images/Movie125 Bad Boys.jpg,hRFY_Fesa9Q,0,most popular,TRUE,https://www.youtube.com/watch?v=hRFY_Fesa9Q,121
146,"Amazing Panda Adventure, The","Adventure, Children",1995,"Ryan Tyler visits his zoologist father on a panda reserve in China while on summer vacation and gets involved in the rescue of a panda cub from unscrupulous poachers who want to murder its mother and sell it to a zoo. A young Chinese girl named Ling and her grandfather help in the rescue which, if successful, will ultimately result in saving the reserve from being shut down by officious bureaucrats.",Christopher Cain,United States,84,movie_images/Movie126 The Amazing Panda Adventure.jpg,zUOh4bGrVsE,0,most popular,TRUE,https://www.youtube.com/watch?v=zUOh4bGrVsE,122
147,"Basketball Diaries, The",Drama,1995,"Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction. As a member of a seemingly unbeatable high school basketball squad, Jim's life centers around the basketball court and the court becomes a metaphor for the world in his mind. A best friend who is dying of leukemia, a coach (""Swifty"") who takes unacceptable liberties with the boys on his team, teenage sexual angst, and an unhealthy appetite for heroin -- all of these begin to encroach on young Jim's dream of becoming a basketball star. Soon, the dark streets of New York become a refuge from his mother's mounting concern for her son. He can't go home and his only escape from the reality of the streets is heroin for which he steals, robs and prostitutes himself. Only with the help of Reggie, an older neighborhood friend with whom Jim ""picked up a game"" now and then, is he able to begin the long journey back to sanity.",Scott Kalvert,United States,102,movie_images/Movie127 The Basketball Diaries.jpg,#NAME?,0,most popular,TRUE,https://www.youtube.com/watch?v=-Zc7T0vUpj0,123
148,"Awfully Big Adventure, An",Drama,1995,"Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth as she becomes drawn into a web of sexual politics and intrigue.",Mike Newell,United Kingdom,112,movie_images/Movie128 An Awfully Big Adventure.jpg,HPBkA3GuvcY,0,new movies,TRUE,https://www.youtube.com/watch?v=HPBkA3GuvcY,124
149,Amateur,"Crime, Drama, Thriller",1994,"Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography. She meets Thomas, a sweet, confused amnesiac who cannot remember that he used to be a vicious pornographer, responsible for turning his young wife, Sofia, into the world's most notorious porn queen. Sofia's on the run, convinced she's killed him. Together, Isabelle and Thomas set out to discover his past, a past waiting to catch up with him.",Hal Hartley,"United States, United Kingdom, France",105,movie_images/Movie129 Amateur.jpg,0cQ3sBXpNtw,0,new movies,TRUE,https://www.youtube.com/watch?v=0cQ3sBXpNtw,125
150,Apollo 13,"Adventure, Drama, IMAX",1995,"This Hollywood drama is based on the events of the Apollo 13 lunar mission, astronauts Jim Lovell, Fred Haise and Jack Swigert find everything going according to plan after leaving Earth's orbit. However, when an oxygen tank explodes, the scheduled moon landing is called off. Subsequent tensions within the crew and numerous technical problems threaten both the astronauts' survival and their safe return to Earth.",Ron Howard,"United States, United Kingdom, Canada, Japan",140,movie_images/Movie130 Apollo 13.jpg,KtEIMC58sZo,0,new movies,TRUE,https://www.youtube.com/watch?v=KtEIMC58sZo,126
151,Rob Roy,"Action, Drama, Romance, War",1995,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honor.",Michael Caton-Jones,"United Kingdom, United States",139,movie_images/Movie131 Rob Roy.jpg,p76fH8_a32Y,0,most popular,TRUE,https://www.youtube.com/watch?v=p76fH8_a32Y,127
152,"Addiction, The","Drama, Horror",1995,"Kathleen Conklin, a doctoral student in philosophy, finds herself with a new perspective on the nature of evil and humanity after being bitten by a vampire in New York City....",Abel Ferrara,United States,82,movie_images/Movie132 The Addiction.jpg,b5gWXUuse3Q,0,most popular,TRUE,https://www.youtube.com/watch?v=b5gWXUuse3Q,128
153,Batman Forever,"Action, Adventure, Comedy, Crime",1995,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face incorrectly believes Batman caused the courtroom accident which left him disfigured on one side; he has unleashed a reign of terror on the good people of Gotham. Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler he perfects a device for draining information from all the brains in Gotham, including Bruce Wayne's knowledge of his other identity. Batman/Wayne is/are the love focus of Dr. Chase Meridan. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin the Boy Wonder.",Joel Schumacher,"United States, United Kingdom",121,movie_images/Movie133 Batman Forever.jpg,ROLvjRB4E_Q,0,most popular,TRUE,https://www.youtube.com/watch?v=ROLvjRB4E_Q,129
154,Beauty of the Day (Belle de jour),Drama,1967,"Severine is a beautiful young woman married to a doctor. She loves her husband dearly, but cannot bring herself to be physically intimate with him. She indulges instead in vivid, kinky, erotic fantasies to entertain her sexual desires. Eventually she becomes a prostitute, working in a brothel in the afternoons while remaining chaste in her marriage.",Luis Buñuel,"France, Italy",100,movie_images/Movie134 Belle de Jour.jpg,gC1lO7lqMuw,0,new movies,TRUE,https://www.youtube.com/watch?v=gC1lO7lqMuw,130
155,Beyond Rangoon,"Adventure, Drama, War",1995,"Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she is left on her own for a few days, during which time she falls in with students fighting for democracy. She and their leader, U Aung Ko, travel through Burma, whilst witnessing many bloody acts of repression by the dictatorship, in an attempt to escape to Thailand. Based on a true story.",John Boorman,"United Kingdom, United States",100,movie_images/Movie135 Beyond Rangoon.jpg,Ow_yBFgyUvQ,1,tv series,TRUE,https://www.youtube.com/watch?v=Ow_yBFgyUvQ,131
156,Blue in the Face,"Comedy, Drama",1995,"Wayne Wang's follow-up movie to Smoke (1995) presents a series of improvisational situations strung together to form a pastiche of Brooklyn's diverse ethnicity, offbeat humor, and essential humanity. Many of the same characters inhabiting Auggie Wren's Brooklyn Cigar Store in Smoke (1995) return here to expound on their philosophy of smoking, relationships, baseball, New York City, and Belgian Waffles. Most of all, this is a movie about living life, off-the-cuff.","Paul Auster, Wayne Wang, Harvey Wang",United States,83,movie_images/Movie136 Blue in the Face.jpg,gw_iod-RPSE,0,new movies,TRUE,https://www.youtube.com/watch?v=gw_iod-RPSE,132
157,Canadian Bacon,"Comedy, War",1995,"The US economy is in a rut, and so is the president's approval rating. What we need is a good war, but the Russians aren't interested. Hey -- how about that big polite country to the north? Niagara Falls Sheriff Bud B. Boomer takes this all a bit too seriously, though.",Michael Moore,"United States, Canada",91,movie_images/Movie137 Canadian Bacon.jpg,4jf8Bt4gD9Y,0,new movies,TRUE,https://www.youtube.com/watch?v=4jf8Bt4gD9Y,133
158,Casper,"Adventure, Children",1995,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn it to the ground when she discovers a map to a treasure hidden in it. But when she enters it to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey (Bill Pullman) to exorcise the ghosts from the mansion. James and his daughter, Kat, move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know"". But not so friendly are Casper's uncles Stretch, Fatso, and Stinkie, who are determined to drive all ""fleshies"" away. Ultimately, it is up to James and Kat to help the ghosts cross over to the other side.",Brad Silberling,United States,100,movie_images/Movie138 Casper.jpg,1RM2TV4vDUY,0,new movies,TRUE,https://www.youtube.com/watch?v=1RM2TV4vDUY,134
159,Clockers,"Crime, Drama, Mystery",1995,"Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little, who, when not playing with model trains or drinking Moo for his ulcer, just likes to chill with his brothers near the benches outside the project houses. When a night man at a fast-food restaurant is found with four bullets in his body, Strike's older brother turns himself in as the killer. But Det. Rocco Klein doesn't buy the story, and he sets out to find the truth, and it seems that all the fingers point toward Strike and Rodney.",Spike Lee,United States,128,movie_images/Movie139 Clockers.jpg,YsFUoioGePc,0,most popular,TRUE,https://www.youtube.com/watch?v=YsFUoioGePc,135
160,Congo,"Action, Adventure, Mystery, Sci-Fi",1995,"A megalomaniacal C.E.O. sends his son into the dangerous African Congo on a quest for a source of diamonds large enough and pure enough to function as powerful laser communications transmitters (or is it laser weapons?). When contact is lost with his son and the team, his sometime daughter-in-law is sent after them. She is a former C.I.A. operative and, accompanied by gee-whiz gadgetry and a few eccentric characters (including a mercenary, a researcher with a talking gorilla, and a nutty Indiana-Jones-type looking for King Solomon's Mines), sets out to rescue her former fiancé. What they all discover is that often what we most want turns out to be the source of our downfall.",Frank Marshall,United States,109,movie_images/Movie140 Congo.jpg,6nj5G4GffWo,0,new movies,TRUE,https://www.youtube.com/watch?v=6nj5G4GffWo,136
161,Crimson Tide,"Drama, Thriller, War",1995,"When some Russian rebels take control of some ICBM's, the Americans mobilize. Among the vessels sent is the nuclear sub, USS Alabama. But before they leave they need a new X.O. and among the choices is Commander Hunter, who hasn't seen much action. But the ship's Captain, Ramsey, OK's him. While on the way, there was an incident and Hunter disagreed with how Ramsey handled it. It's evident that Ramsey doesn't think much of Hunter because Hunter was college educated while Ramsey worked his way up. They're given orders to attack but when they were in the process of receiving another order, the ship's communications were damaged, so the entire message was not received. Ramsey decides to continue with their previous order while Hunter wants to reestablish contact first. That's when the two men butt heads that ends with Hunter relieving Ramsey. Later when some men die, some of the officers feel that Hunter is not up to the task so they team up to retake control. But Hunter has taken precautions.",Tony Scott,United States,116,movie_images/Movie141 Crimson Tide.jpg,UMjcOLGReBU,0,most popular,TRUE,https://www.youtube.com/watch?v=UMjcOLGReBU,137
162,Crumb,Documentary,1994,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind. As stream-of-consciousness images incessantly flow forth from the tip of his pen, biting social satire is revealed, often along with a disturbing and haunting vision of Crumb's own betes noires and inadequacies. As his acid-trip induced images flicker across our own retinas, we gain a little insight into this complex and highly creative individual.",Terry Zwigoff,United States,119,movie_images/Movie142 Crumb.jpg,4FJiTCAmD4k,0,most popular,TRUE,https://www.youtube.com/watch?v=4FJiTCAmD4k,138
163,Desperado,"Action, Romance, Western",1995,"Director Robert Rodriguez picks up where his successful independent debut El Mariachi left off with this slam-bang South of the Border action saga. Bucho (Joaquim DeAlmeida) is a wealthy but casually bloodthirsty drug kingpin who rules a seedy Mexican border town. Bucho and his men make the mistake of angering El Mariachi (Antonio Banderas), a former musician who now carries an arsenal in his guitar case. Bucho was responsible for the death of El Mariachi's girlfriend and put a bullet through his fretting hand, making him unable to play the guitar. Bent on revenge, the musician-turned-killing machine arrives in town to put Bucho out of business, though he finds few allies except for Carolina (Salma Hayek), who runs a bookstore that doesn't seem to attract many readers. Desperado features supporting performances from Cheech Marin as a cynical bartender, Steve Buscemi as the cantina patron who sets up the story, and Quentin Tarantino as a man with a really terrible joke to tell.",Robert Rodriguez,"United States, Mexico",104,movie_images/Movie143 Desperado.jpg,G3_vC5kSU6A,0,most popular,TRUE,https://www.youtube.com/watch?v=G3_vC5kSU6A,139
164,Devil in a Blue Dress,"Crime, Film-Noir, Mystery, Thriller",1995,"It is 1948 in LA and Ezekiel ""Easy"" Rawlins, an African-American World War II veteran, is looking for work. At his friend's bar, he is introduced to a white man, DeWitt Albright, who is looking for someone to help him find a missing white woman assumed to be hiding somewhere in LA's Black community. This woman, Daphne Monet, happens to be the fiancée of a wealthy ""blue blood,"" Todd Carter, who is currently the favorite in the city's mayoralty race. Daphne Monet is known to frequent the Black jazz clubs in LA. Easy, innocently, accepts Albright's offer; however, he quickly finds himself amidst murder, crooked cops, ruthless politicians, and brutalizing hoodlums. This is a Chandler-esque ""who-done-it"" with an African-American theme.",Carl Franklin,United States,102,movie_images/Movie144 Devil in a Blue Dress.jpg,7bWekMNDfT8,0,new movies,TRUE,https://www.youtube.com/watch?v=7bWekMNDfT8,140
165,Die Hard: With a Vengeance,"Action, Crime, Thriller",1995,"John McClane is now almost a full-blown alcoholic and is suspended from the NYPD. But when a bomb goes off in the Bonwit Teller Department Store the police go insane trying to figure out what's going on. Soon, a man named Simon calls and asks for McClane. Simon tells Inspector Walter Cobb that McClane is going to play a game called ""Simon Says"". He says that McClane is going to do the tasks he assigns him. If not, he'll set off another bomb. With the help of a Harlem electrician, John McClane must race all over New York trying to figure out the frustrating puzzles that the crafty terrorist gives him. But when a bomb goes off in a subway station right by the Federal Reserve (the biggest gold storage in the world) things start to get heated.",John McTiernan,United States,128,movie_images/Movie145 Die Hard with a Vengeance.jpg,i5asAs5HQkQ,0,new movies,TRUE,https://www.youtube.com/watch?v=i5asAs5HQkQ,141
166,"Doom Generation, The","Comedy, Crime, Drama",1995,,Gregg Araki,"France, United States",83,movie_images/Movie146 The Doom Generation.jpg,PZM-vG8DcRc,0,new movies,TRUE,https://www.youtube.com/watch?v=PZM-vG8DcRc,142
167,Feast of July,Drama,1995,"This romantic story, based on a novel by H.E. Bates and set in late 19th century England, rests on sibling rivalry for the affections of a woman who comes to live with their family by happenstance. In time, she decides to accept the marriage proposal of the youngest of the three sons, to the surprise of all. However, a man whom she had once loved and who had abandoned her (after making false promises) comes back into her life. The appearance of this scoundrel sets into motion a tragic series of events that eventually engulfs everyone.",Christopher Menaul,"United Kingdom, United States",116,movie_images/Movie147 Feast of July.jpg,FRUtLNTv7dU,1,most popular,TRUE,https://www.youtube.com/watch?v=FRUtLNTv7dU,143
168,First Knight,"Action, Drama, Romance",1995,"After King Arthur of Camelot has fought several wars which has led to peace and justice for his land, he is turning his attention to thoughts of marriage, his chosen one being Lady Guinevere, who has become head of neighboring Leonesse following the death of her father. Peace and justice for Arthur and Guinevere are short lived as Prince Malagant, one of the knights of the round table, wants Camelot for himself and King Arthur deposed. Many in the land follow Malagant, whose quest also involves marauding Leonesse. As the King's betrothed, Guinevere becomes Malagant's target in achieving both of his goals. Meanwhile, Lancelot is a free-living peasant who often makes his way through life by demonstrations of his sword fighting prowess. His skill is largely due to his ability to assess his opponents, and not fear dying. On Malagant's first attempt at abducting Guinevere, Lancelot, by happenstance, is there to save her. He falls in love with her at first sight. Although attracted to the man who saved her, Guinevere cannot think of any other man in the lead up to her marriage to Arthur. Because of his attraction to Guinevere, Lancelot becomes involved in the battles between Malagant and Arthur in Lancelot doing whatever needed to keep Guinevere safe. As these battles brew and as Arthur becomes indebted to Lancelot for saving Guinevere at the possible expense of his own life, Guinevere cannot help but fall for Lancelot, resulting in a romantic triangle comprised of Arthur, Guinevere and Lancelot, a triangle of which Arthur is unaware.",Jerry Zucker,"United States, United Kingdom",134,movie_images/Movie148 First Knight.jpg,zO1_r6slUlk,0,most popular,TRUE,https://www.youtube.com/watch?v=zO1_r6slUlk,144
